"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent.x","Country.x","Region.x","District.x","City.x","Post.Code","Latitude.x","Longitude.x","Lab.Contact","Species.x","Serological.Group","Serotype.x","EcoR.Cluster","Path.Nonpath","Simple.Patho","Comment.x","Simple.Disease","Bio.Project.ID","Project.ID","Disease.x","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)","Source Niche","Source Type","Source Details","Collection Year","Collection Month","Collection Day","Collection Time","Continent.y","Country.y","Region.y","District.y","City.y","Post Code","Latitude.y","Longitude.y","Lab Contact","Species.y","Serological Group","Serotype.y","EcoR Cluster","Path/Nonpath","Simple Patho","Simple Disease","Comment.y","Bio Project ID","Project ID","Disease.y","Sample ID","Secondary Sample ID","Date Entered","Release Date","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_PA1675AA","11_New Zealand",77,80,1,0,0,1,"H14ER1075","ESC_PA1675AA","SRR7644845;ILLUMINA;Paired;;SRX4508164;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765994","SRS3628095","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H14ER1075","SRR7644845;ILLUMINA;Paired;;SRX4508164;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765994","SRS3628095",2019-11-18,2019-08-01,"ESC_PA1675AA","Assembled",142,160592,5433407,198,29932,4.1,"ESC_GB6338AA_AS"
"ESC_PA1676AA","11_New Zealand",77,80,1,0,0,1,"H13ESR2208","ESC_PA1676AA","SRR7644846;ILLUMINA;Paired;;SRX4508163;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765991","SRS3628094","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H13ESR2208","SRR7644846;ILLUMINA;Paired;;SRX4508163;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765991","SRS3628094",2019-11-18,2019-08-01,"ESC_PA1676AA","Assembled",133,236402,5418261,248,41832,4.1,"ESC_GB6337AA_AS"
"ESC_PA1677AA","11_New Zealand",77,80,1,0,0,1,"H13ESR2383","ESC_PA1677AA","SRR7644847;ILLUMINA;Paired;;SRX4508162;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765992","SRS3628093","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H13ESR2383","SRR7644847;ILLUMINA;Paired;;SRX4508162;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765992","SRS3628093",2019-11-18,2019-08-01,"ESC_PA1677AA","Assembled",227,236402,5396224,231,41098,4.1,"ESC_GB6336AA_AS"
"ESC_PA1678AA","11_New Zealand",77,80,1,0,0,1,"H14ER1346","ESC_PA1678AA","SRR7644848;ILLUMINA;Paired;;SRX4508161;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765997","SRS3628092","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H14ER1346","SRR7644848;ILLUMINA;Paired;;SRX4508161;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765997","SRS3628092",2019-11-18,2019-08-01,"ESC_PA1678AA","Assembled",152,184325,5441922,215,38754,4.1,"ESC_GB6335AA_AS"
"ESC_PA1679AA","11_New Zealand",77,80,1,0,0,1,"H14ER519","ESC_PA1679AA","SRR7644849;ILLUMINA;Paired;;SRX4508160;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765998","SRS3628091","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H14ER519","SRR7644849;ILLUMINA;Paired;;SRX4508160;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765998","SRS3628091",2019-11-18,2019-08-01,"ESC_PA1679AA","Assembled",177,157556,5533510,213,34983,4.1,"ESC_GB6334AA_AS"
"ESC_PA1680AA","11_New Zealand",77,80,1,0,0,1,"H14ER115","ESC_PA1680AA","SRR7644850;ILLUMINA;Paired;;SRX4508159;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765995","SRS3628088","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H14ER115","SRR7644850;ILLUMINA;Paired;;SRX4508159;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765995","SRS3628088",2019-11-18,2019-08-01,"ESC_PA1680AA","Assembled",226,252314,5506576,253,45478,4.1,"ESC_GB6333AA_AS"
"ESC_PA1681AA","11_New Zealand",77,80,1,0,0,1,"H14ER1245","ESC_PA1681AA","SRR7644851;ILLUMINA;Paired;;SRX4508158;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765996","SRS3628090","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H14ER1245","SRR7644851;ILLUMINA;Paired;;SRX4508158;SRA","Human","Human","Homo sapiens; human",2014,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765996","SRS3628090",2019-11-18,2019-08-01,"ESC_PA1681AA","Assembled",220,160592,5471368,232,40815,4.1,"ESC_GB6332AA_AS"
"ESC_PA1683AA","11_New Zealand",77,80,1,0,0,1,"H13ESR1331","ESC_PA1683AA","SRR7644853;ILLUMINA;Paired;;SRX4508156;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765990","SRS3628087","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H13ESR1331","SRR7644853;ILLUMINA;Paired;;SRX4508156;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765990","SRS3628087",2019-11-18,2019-08-01,"ESC_PA1683AA","Assembled",246,160592,5337424,204,30941,4.1,"ESC_GB6330AA_AS"
"ESC_PA1684AA","11_New Zealand",77,80,1,0,0,1,"H13ESR02152","ESC_PA1684AA","SRR7644854;ILLUMINA;Paired;;SRX4508155;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765989","SRS3628085","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H13ESR02152","SRR7644854;ILLUMINA;Paired;;SRX4508155;SRA","Livestock","Bovine","Bos taurus; bovine",2013,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765989","SRS3628085",2019-11-18,2019-08-01,"ESC_PA1684AA","Assembled",163,184267,5418286,232,46611,4.1,"ESC_GB6329AA_AS"
"ESC_PA1685AA","11_New Zealand",77,80,1,0,0,1,"H12ESR3802","ESC_PA1685AA","SRR7644855;ILLUMINA;Paired;;SRX4508154;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765982","SRS3628086","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H12ESR3802","SRR7644855;ILLUMINA;Paired;;SRX4508154;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765982","SRS3628086",2019-11-18,2019-08-01,"ESC_PA1685AA","Assembled",128,188191,5461558,274,31915,4.1,"ESC_GB6328AA_AS"
"ESC_PA1686AA","11_New Zealand",77,80,1,0,0,1,"H12ESR3003","ESC_PA1686AA","SRR7644856;ILLUMINA;Paired;;SRX4508153;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765981","SRS3628084","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H12ESR3003","SRR7644856;ILLUMINA;Paired;;SRX4508153;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765981","SRS3628084",2019-11-18,2019-08-01,"ESC_PA1686AA","Assembled",124,252773,5358489,218,27887,4.1,"ESC_GB6327AA_AS"
"ESC_PA1688AA","11_New Zealand",77,80,1,0,0,1,"H12ESR3850","ESC_PA1688AA","SRR7644858;ILLUMINA;Paired;;SRX4508151;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765983","SRS3628081","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","H12ESR3850","SRR7644858;ILLUMINA;Paired;;SRX4508151;SRA","Livestock","Bovine","Bos taurus; bovine",2012,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765983","SRS3628081",2019-11-18,2019-08-01,"ESC_PA1688AA","Assembled",122,184325,5496493,234,32288,4.1,"ESC_GB6325AA_AS"
"ESC_PA1689AA","11_New Zealand",77,80,1,0,0,1,"H13ER5955","ESC_PA1689AA","SRR7644859;ILLUMINA;Paired;;SRX4508150;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765986","SRS3628083","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H13ER5955","SRR7644859;ILLUMINA;Paired;;SRX4508150;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765986","SRS3628083",2019-11-18,2019-08-01,"ESC_PA1689AA","Assembled",186,156570,5440733,214,34353,4.1,"ESC_GB6324AA_AS"
"ESC_PA1690AA","11_New Zealand",77,80,1,0,0,1,"H13ER3948","ESC_PA1690AA","SRR7644860;ILLUMINA;Paired;;SRX4508149;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765985","SRS3628079","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H13ER3948","SRR7644860;ILLUMINA;Paired;;SRX4508149;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765985","SRS3628079",2019-11-18,2019-08-01,"ESC_PA1690AA","Assembled",208,151733,5339745,203,38383,4.1,"ESC_GB6323AA_AS"
"ESC_PA1691AA","11_New Zealand",77,80,1,0,0,1,"H13ER6657","ESC_PA1691AA","SRR7644861;ILLUMINA;Paired;;SRX4508148;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765988","SRS3628080","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H13ER6657","SRR7644861;ILLUMINA;Paired;;SRX4508148;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765988","SRS3628080",2019-11-18,2019-08-01,"ESC_PA1691AA","Assembled",212,146863,5479788,213,32271,4.1,"ESC_GB6322AA_AS"
"ESC_PA1692AA","11_New Zealand",77,80,1,0,0,1,"H13ER6408","ESC_PA1692AA","SRR7644862;ILLUMINA;Paired;;SRX4508147;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765987","SRS3628077","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","H13ER6408","SRR7644862;ILLUMINA;Paired;;SRX4508147;SRA","Human","Human","Homo sapiens; human",2013,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765987","SRS3628077",2019-11-18,2019-08-01,"ESC_PA1692AA","Assembled",231,184722,5418066,254,52565,4.1,"ESC_GB6321AA_AS"
"ESC_PA1693AA","11_New Zealand",77,80,1,0,0,1,"ERL072698","ESC_PA1693AA","SRR7644863;ILLUMINA;Paired;;SRX4508146;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765919","SRS3628074","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL072698","SRR7644863;ILLUMINA;Paired;;SRX4508146;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765919","SRS3628074",2019-11-18,2019-08-01,"ESC_PA1693AA","Assembled",147,184268,5402043,220,47410,4.1,"ESC_GB6320AA_AS"
"ESC_PA1694AA","11_New Zealand",77,80,1,0,0,1,"ERL072865","ESC_PA1694AA","SRR7644864;ILLUMINA;Paired;;SRX4508145;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765920","SRS3628078","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL072865","SRR7644864;ILLUMINA;Paired;;SRX4508145;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765920","SRS3628078",2019-11-18,2019-08-01,"ESC_PA1694AA","Assembled",206,195752,5436524,273,30323,4.1,"ESC_GB6319AA_AS"
"ESC_PA1695AA","11_New Zealand",77,80,1,0,0,1,"ERL07155","ESC_PA1695AA","SRR7644865;ILLUMINA;Paired;;SRX4508144;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765915","SRS3628073","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL07155","SRR7644865;ILLUMINA;Paired;;SRX4508144;SRA","Human","Human","Homo sapiens; human",2007,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765915","SRS3628073",2019-11-18,2019-08-01,"ESC_PA1695AA","Assembled",250,202417,5507347,261,48935,4.1,"ESC_GB6318AA_AS"
"ESC_PA1696AA","11_New Zealand",77,80,1,0,0,1,"ERL072285","ESC_PA1696AA","SRR7644866;ILLUMINA;Paired;;SRX4508143;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,"","Oceania","New Zealand","","","","",-36.505,174.454,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765916","SRS3628072","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL072285","SRR7644866;ILLUMINA;Paired;;SRX4508143;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,NA,"Oceania","New Zealand","","",NA,NA,-36.505,174.454,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765916","SRS3628072",2019-11-18,2019-08-01,"ESC_PA1696AA","Assembled",119,184049,5480208,232,31103,4.1,"ESC_GB6317AA_AS"
"ESC_PA1697AA","11_New Zealand",77,80,1,0,0,1,"ERL072341","ESC_PA1697AA","SRR7644867;ILLUMINA;Paired;;SRX4508142;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765917","SRS3628076","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL072341","SRR7644867;ILLUMINA;Paired;;SRX4508142;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765917","SRS3628076",2019-11-18,2019-08-01,"ESC_PA1697AA","Assembled",124,188191,5424510,199,29421,4.1,"ESC_GB6316AA_AS"
"ESC_PA1698AA","11_New Zealand",77,80,1,0,0,1,"ERL072638","ESC_PA1698AA","SRR7644868;ILLUMINA;Paired;;SRX4508141;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765918","SRS3628075","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL072638","SRR7644868;ILLUMINA;Paired;;SRX4508141;SRA","Livestock","Bovine","Bos taurus; bovine",2007,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765918","SRS3628075",2019-11-18,2019-08-01,"ESC_PA1698AA","Assembled",143,152026,5404218,210,37806,4.1,"ESC_GB6315AA_AS"
"ESC_PA1699AA","11_New Zealand",77,80,1,0,0,1,"ERL064465","ESC_PA1699AA","SRR7644869;ILLUMINA;Paired;;SRX4508140;SRA","Human","Human","Homo sapiens; human",2006,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765911","SRS3628071","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL064465","SRR7644869;ILLUMINA;Paired;;SRX4508140;SRA","Human","Human","Homo sapiens; human",2006,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765911","SRS3628071",2019-11-18,2019-08-01,"ESC_PA1699AA","Assembled",172,183602,5493642,259,58033,4.1,"ESC_GB6314AA_AS"
