Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_YA6200AA	29-2019-01-2117-1m1_S32	ERR5416090;ILLUMINA;Paired;;ERX5200712;SRA	Poultry	Poultry	Broiler					Europe	Norway							Norwegian Veterinary Institute	Escherichia coli								PRJEB43441	ERP127407		SAMEA8199610	ERS5886216	2022-02-18	2022-02-18	ESC_YA6200AA	Assembled	49	207030	5293715	Escherichia coli / Shigella;98.81%	125	22416	ESC_CC3937AA_AS	4.1
ESC_YA6420AA	AWGS160022_S24	ERR3550228;ILLUMINA;Paired;75;ERX3556833;SRA	Human	Human	Homo sapiens; perianal	2015				Europe	Netherlands							Amphia ziekenhuis	Escherichia coli								PRJEB34532	ERP117454		SAMEA5970978	ERS3773822	2022-02-23	2022-02-18	ESC_YA6420AA	Assembled	76	295699	5381995	Escherichia coli / Shigella;98.46%	121	33151	ESC_CC3883AA_AS	4.1
ESC_YA6497AA	AWGS14017994-2_S1	ERR3550105;ILLUMINA;Paired;75;ERX3556710;SRA	Human	Human	Homo sapiens; blood	2014				Europe	Netherlands							Amphia ziekenhuis	Escherichia coli								PRJEB34532	ERP117454		SAMEA5970901	ERS3773745	2022-02-23	2022-02-18	ESC_YA6497AA	Assembled	140	204007	5096490	Escherichia coli / Shigella;100.0%	80	31832	ESC_CC3860AA_AS	4.1
ESC_YA6559AA	AWGS13093746-1_S6	ERR3549717;ILLUMINA;Paired;75;ERX3556559;SRA	Human	Human	Homo sapiens; perianal	2013				Europe	Netherlands							Amphia ziekenhuis	Escherichia coli								PRJEB34532	ERP117454		SAMEA5970711	ERS3773555	2022-02-23	2022-02-18	ESC_YA6559AA	Assembled	38	131851	5313180	Escherichia coli / Shigella;99.09%	155	17390	ESC_CC4256AA_AS	4.1
ESC_YA6968AA	NJDA-WGS-039	SRR18143846;ILLUMINA;Paired;;SRX14291682;SRA	Poultry	Poultry	chicken; Gallus gallus domesticus; chicken lung tissue	2021	12			North America	United States	New Jersey						New Jersey Department of Agriculture	Escherichia coli								PRJNA774259	SRP352962		SAMN26263539	SRS12109061	2022-02-26	2022-02-25	ESC_YA6968AA	Assembled	112	204005	5205160	Escherichia coli / Shigella;100.0%	76	7522	ESC_CC4553AA_AS	4.1
ESC_YA8231AA	SAP47	DRR216883;ILLUMINA;Paired;480;DRX207218;SRA	Poultry	Poultry	food source	2018				Asia	Japan	Miyazaki Prefecture				32.42	131.6	MIYAZAKI	Escherichia coli							Collection year is ambiguous - 2018/2019	PRJDB9460	DRP008288		SAMD00210559	DRS230798	2022-03-14	2022-03-10	ESC_YA8231AA	Assembled	132	383660	5031147	Escherichia coli / Shigella;97.67%	60	14522	ESC_CC6019AA_AS	4.1
ESC_YA9677AA	S3E33	traces-0fkQcxw;ILLUMINA;Paired;;NA;Uploaded	Livestock	Bovine		2021				Europe	France							ENVT	Escherichia coli													2022-03-22	2022-03-22	ESC_YA9677AA	Assembled	134	268800	5320275	Escherichia coli / Shigella;98.08%	88	25939	ESC_CC6631AA_AS	4.1
ESC_ZA0340AA	FH95	traces-0JZXVDc;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0340AA	Assembled	83	277818	5253633	Escherichia coli / Shigella;97.44%	105	32690	ESC_CC7940AA_AS	4.1
ESC_ZA0409AA	FH39	traces-0sWbbTe;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0409AA	Assembled	87	189955	5344534	Escherichia coli / Shigella;100.0%	126	38768	ESC_CC8012AA_AS	4.1
ESC_ZA0638AA	Escherichia coli 55791	SRR18649122;ILLUMINA;Paired;;SRX14752370;SRA	Human	Human	Homo sapiens; blood	2017				North America	United States							Hackensack-Meridian Health Center for Discovery and Innovation	Escherichia coli								PRJNA549322	SRP266132		SAMN27308138	SRS12513772	2022-04-09	2022-04-08	ESC_ZA0638AA	Assembled	287	49388	5075483	Escherichia coli / Shigella;97.24%	209	70933	ESC_CC8598AA_AS	4.1
ESC_ZA0732AA	1608607	SRR18589156;ILLUMINA;Paired;;SRX14717883;SRA	Human	Human	Homo sapiens; human	2022	3			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN27278875	SRS12480155	2022-04-09	2022-04-07	ESC_ZA0732AA	Assembled	70	348359	5092500	Escherichia coli / Shigella;97.82%	64	9201	ESC_CC8691AA_AS	4.1
ESC_ZA1421AA	FSIS12210377	SRR18771749;ILLUMINA;Paired;;SRX14871123;SRA	Livestock	Bovine	Animal-Cattle-Steer (cecal)	2022				North America	United States	Georgia						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN27603646	SRS12625141	2022-04-16	2022-04-15	ESC_ZA1421AA	Assembled	106	87363	5324814	Escherichia coli / Shigella;98.26%	228	56407	ESC_CC9368AA_AS	4.1
ESC_ZA2054AA	FH194	traces-0VZJeMX;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2054AA	Assembled	83	225057	5321675	Escherichia coli / Shigella;97.59%	115	25973	ESC_CC9883AA_AS	4.1
ESC_ZA2932AA	21401M	traces-0YnkGEm;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry		2021				Europe	Sweden							National Veterinary Institute	Escherichia coli		O2/O50:H5		Pathogen	ExPEC								2022-05-02	2022-11-04	ESC_ZA2932AA	Assembled	562	177972	5289559	Escherichia coli / Shigella;98.91%	140	33069	ESC_DC0167AA_AS	4.1
ESC_ZA2986AA	29412U	traces-0HKTmns;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry		2021				Europe	Sweden							National Veterinary Institute	Escherichia coli		O2/O50:H5		Pathogen	ExPEC								2022-05-03	2022-11-05	ESC_ZA2986AA	Assembled	666	177568	5286761	Escherichia coli / Shigella;98.04%	166	30119	ESC_DC0201AA_AS	4.1
ESC_ZA2988AA	30412P	traces-0JLCdws;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry		2021				Europe	Sweden							National Veterinary Institute	Escherichia coli		O2/O50:H5		Pathogen	ExPEC								2022-05-03	2022-11-05	ESC_ZA2988AA	Assembled	684	171763	5275243	Escherichia coli / Shigella;99.07%	161	19959	ESC_DC0203AA_AS	4.1
ESC_ZA3000AA	41509U	traces-0XtrSwU;ILLUMINA;Paired;;NA;Uploaded	Poultry	Poultry		2021				Europe	Sweden							National Veterinary Institute	Escherichia coli		O2/O50:H5		Pathogen	ExPEC								2022-05-03	2022-11-05	ESC_ZA3000AA	Assembled	507	169250	5335466	Escherichia coli / Shigella;97.63%	204	26230	ESC_DC0220AA_AS	4.1
ESC_ZA4338AA	1635711	SRR19403984;ILLUMINA;Paired;;SRX15458542;SRA	Human	Human	Homo sapiens; human	2022	5			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN28662198	SRS13179316	2022-05-29	2022-05-26	ESC_ZA4338AA	Assembled	127	359911	5070075	Escherichia coli / Shigella;98.53%	99	17559	ESC_DC2609AA_AS	4.1
ESC_ZA4512AA	22IA04CB05-EC	SRR19347973;ILLUMINA;Paired;;SRX15406801;SRA	Poultry	Poultry	chicken breast	2022	4			North America	United States	Iowa						FDA CVM NARMS - Iowa State University	Escherichia coli								PRJNA292663	SRP161673		SAMN28577713	SRS13133563	2022-05-29	2022-05-21	ESC_ZA4512AA	Assembled	116	145199	5616007	Escherichia coli / Shigella;94.61%	165	38395	ESC_DC2790AA_AS	4.1
ESC_ZA4899AA	M911862_2	SRR19442758;ILLUMINA;Paired;;SRX15496056;SRA	Human	Human	Homo sapiens; Rectal Swab	2019	12				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28744312	SRS13211144	2022-06-03	2022-05-29	ESC_ZA4899AA	Assembled	292	116472	5354337	Escherichia coli / Shigella;94.74%	115	36973	ESC_DC3343AA_AS	4.1
ESC_ZA5053AA	M92515	SRR19442355;ILLUMINA;Paired;;SRX15495553;SRA	Human	Human	Homo sapiens; Rectal Swab	2019	2				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28744504	SRS13210644	2022-06-03	2022-05-29	ESC_ZA5053AA	Assembled	67	34549	5400950	Escherichia coli / Shigella;97.95%	346	44028	ESC_DC3497AA_AS	4.1
ESC_ZA5094AA	M910038	SRR19442058;ILLUMINA;Paired;;SRX15495398;SRA	Human	Human	Homo sapiens; Rectal Swab	2019	10				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28744088	SRS13210491	2022-06-03	2022-05-29	ESC_ZA5094AA	Assembled	90	15907	5046806	Escherichia coli / Shigella;99.19%	621	85881	ESC_DC3538AA_AS	4.1
ESC_ZA5106AA	M89286	SRR19442083;ILLUMINA;Paired;;SRX15495373;SRA	Human	Human	Homo sapiens; Rectal	2018	10				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28744008	SRS13210465	2022-06-03	2022-05-29	ESC_ZA5106AA	Assembled	170	92485	5264509	Escherichia coli / Shigella;97.95%	269	68267	ESC_DC3550AA_AS	4.1
ESC_ZA5254AA	M95771	SRR19441801;ILLUMINA;Paired;;SRX15495007;SRA	Human	Human	Homo sapiens; Rectal Swab	2019	5				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28743214	SRS13210099	2022-06-03	2022-05-29	ESC_ZA5254AA	Assembled	105	50979	5120279	Escherichia coli / Shigella;98.75%	287	72160	ESC_DC3698AA_AS	4.1
ESC_ZA5329AA	M96914	SRR19441522;ILLUMINA;Paired;;SRX15494831;SRA	Human	Human	Homo sapiens; urine	2019	6				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28743327	SRS13209925	2022-06-03	2022-05-29	ESC_ZA5329AA	Assembled	241	112951	5300420	Escherichia coli / Shigella;96.45%	198	65491	ESC_DC3773AA_AS	4.1
ESC_ZA5419AA	HU14	traces-0bqMCAF;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	1	24		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5419AA	Assembled	161	271918	5228369	Escherichia coli / Shigella;100.0%	78	23617	ESC_DC2987AA_AS	4.1
ESC_ZA5422AA	HU11	traces-0DAnkbg;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	1	24		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5422AA	Assembled	117	198924	5370418	Escherichia coli / Shigella;98.97%	138	86431	ESC_DC2990AA_AS	4.1
ESC_ZA5454AA	CAN191	traces-0EDUpcX;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5454AA	Assembled	108	204000	5288692	Escherichia coli / Shigella;95.13%	105	57963	ESC_DC3022AA_AS	4.1
ESC_ZA5473AA	HU05	traces-0DpJDSP;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	1	25		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5473AA	Assembled	153	179784	5004509	Escherichia coli / Shigella;98.34%	79	12774	ESC_DC3041AA_AS	4.1
ESC_ZA5590AA	HU32	traces-0wlEkrY;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	1	25		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5590AA	Assembled	171	342310	5060297	Escherichia coli / Shigella;97.56%	55	70269	ESC_DC3158AA_AS	4.1
ESC_ZA5619AA	HB13	traces-0GqMNVb;ILLUMINA;Paired;;;Uploaded	Human	Human	Bacteraemia	2019	1	31		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5619AA	Assembled	140	819033	5097294	Escherichia coli / Shigella;100.0%	33	95577	ESC_DC3187AA_AS	4.1
ESC_ZA5627AA	HU23	traces-0BEXdEi;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	1	25		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5627AA	Assembled	111	604535	5050426	Escherichia coli / Shigella;100.0%	31	9738	ESC_DC3195AA_AS	4.1
ESC_ZA5629AA	HU21	traces-0dhvvCI;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	1	25		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5629AA	Assembled	123	766051	4992102	Escherichia coli / Shigella;100.0%	38	10868	ESC_DC3197AA_AS	4.1
ESC_ZA5646AA	HU73	traces-0wBiNhe;ILLUMINA;Paired;;;Uploaded	Human	Human	UTI	2019	11	5		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5646AA	Assembled	121	460097	5175849	Escherichia coli / Shigella;100.0%	58	11172	ESC_DC3214AA_AS	4.1
ESC_ZA5663AA	HB14	traces-0zSfYlT;ILLUMINA;Paired;;;Uploaded	Human	Human	Bacteraemia	2019	1	31		Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli							PATH-SAFE project						2022-06-06	2023-06-01	ESC_ZA5663AA	Assembled	117	818788	5098547	Escherichia coli / Shigella;100.0%	36	11800	ESC_DC3231AA_AS	4.1
ESC_ZA5721AA	FH193	traces-0XOCLhI;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5721AA	Assembled	82	225162	5323245	Escherichia coli / Shigella;95.84%	106	24142	ESC_DC3793AA_AS	4.1
ESC_ZA5722AA	FH38	traces-0dsdDov;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5722AA	Assembled	86	206486	5335502	Escherichia coli / Shigella;100.0%	126	42809	ESC_DC3794AA_AS	4.1
ESC_ZA5958AA	FH97	traces-0sIVhJA;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5958AA	Assembled	71	206717	5331310	Escherichia coli / Shigella;98.92%	123	31288	ESC_DC3843AA_AS	4.1
ESC_ZA5962AA	FH90	traces-0eBscWU;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5962AA	Assembled	77	216856	5244597	Escherichia coli / Shigella;100.0%	86	20257	ESC_DC3847AA_AS	4.1
ESC_ZA5969AA	FH109	traces-0vtmCDm;ILLUMINA;Paired;;NA;Uploaded	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5969AA	Assembled	90	234637	5248425	Escherichia coli / Shigella;97.75%	121	35421	ESC_DC3854AA_AS	4.1
ESC_ZA6231AA	M85789	SRR19561771;ILLUMINA;Paired;;SRX15613703;SRA	Human	Human	Homo sapiens; Rectal swab	2018	6				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28669215	SRS13314438	2022-06-10	2022-06-07	ESC_ZA6231AA	Assembled	143	87396	5436328	Escherichia coli / Shigella;93.48%	206	75701	ESC_DC4367AA_AS	4.1
ESC_ZA6398AA	M06741	SRR19561305;ILLUMINA;Paired;;SRX15613270;SRA	Human	Human	Homo sapiens; blood	2020	7				Australia	Queensland						University of Queensland	Escherichia coli								PRJNA797179	SRP355865		SAMN28668584	SRS13314005	2022-06-10	2022-06-07	ESC_ZA6398AA	Assembled	115	92881	5251783	Escherichia coli / Shigella;100.0%	164	49254	ESC_DC4580AA_AS	4.1
ESC_ZA7434AA	860663890	ERR9832640;ILLUMINA;Paired;;ERX9378466;SRA	Human	Human	homo sapiens; clinical material	2018					Israel	Tel Aviv District		Tel Aviv-Yafo		32.0853	34.781769	Universitaetsklinikum Freiburg	Escherichia coli								PRJEB53419	ERP138215		SAMEA110063384	ERS12161762	2022-06-11	2022-06-10	ESC_ZA7434AA	Assembled	61	272602	5413959	Escherichia coli / Shigella;90.2%	70	7835	ESC_EC4730AA_AS	4.1
ESC_ZA7519AA	FSIS12211456	SRR19276923;ILLUMINA;Paired;;SRX15337194;SRA	Livestock	Bovine	Animal-Calf-Non Formula-fed Veal (cecal)	2022					United States	New York						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN28534751	SRS13065533	2022-06-11	2022-05-18	ESC_ZA7519AA	Assembled	94	93183	5417715	Escherichia coli / Shigella;98.8%	217	51148	ESC_DC5611AA_AS	4.1
ESC_ZA7543AA	C 17	SRR19268134;ILLUMINA;Paired;;SRX15328591;SRA	Human	Human	Homo sapiens; urine	2021					Canada							Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures GmbH	Escherichia coli								PRJNA839356	SRP375892		SAMN28527226	SRS13056998	2022-06-11	2022-05-18	ESC_ZA7543AA	Assembled	119	282509	5228872	Escherichia coli / Shigella;100.0%	66	8043	ESC_DC5635AA_AS	4.1
ESC_ZA7544AA	C 15	SRR19268135;ILLUMINA;Paired;;SRX15328590;SRA	Human	Human	Homo sapiens; urine	2021					Canada							Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures GmbH	Escherichia coli								PRJNA839356	SRP375892		SAMN28527225	SRS13056997	2022-06-11	2022-05-18	ESC_ZA7544AA	Assembled	101	563973	5125243	Escherichia coli / Shigella;95.83%	117	52957	ESC_DC5636AA_AS	4.1
ESC_ZA7578AA	EC 101	SRR19268169;ILLUMINA;Paired;;SRX15328556;SRA	Human	Human	Homo sapiens	2020	9			Europe	Germany							Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures GmbH	Escherichia coli								PRJNA839356	SRP375892		SAMN28527194	SRS13056963	2022-06-11	2022-05-18	ESC_ZA7578AA	Assembled	68	235990	5517315	Escherichia coli / Shigella;91.99%	112	55238	ESC_DC5670AA_AS	4.1
ESC_ZA7596AA	EC 94	SRR19268187;ILLUMINA;Paired;;SRX15328538;SRA	Human	Human	Homo sapiens	2020	7			Europe	Germany							Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures GmbH	Escherichia coli								PRJNA839356	SRP375892		SAMN28527187	SRS13056945	2022-06-11	2022-05-18	ESC_ZA7596AA	Assembled	160	376152	5230684	Escherichia coli / Shigella;97.18%	107	39498	ESC_DC5688AA_AS	4.1
ESC_ZA7609AA	EC 79	SRR19268200;ILLUMINA;Paired;;SRX15328525;SRA	Human	Human	Homo sapiens; blood	2020	5			Europe	Germany							Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures GmbH	Escherichia coli								PRJNA839356	SRP375892		SAMN28527175	SRS13056932	2022-06-11	2022-05-18	ESC_ZA7609AA	Assembled	115	269065	4978961	Escherichia coli / Shigella;100.0%	82	10878	ESC_DC5701AA_AS	4.1
ESC_ZA8509AA	162121	SRR18428819;ILLUMINA;Paired;;SRX14562881;SRA	Human	Human	human - faeces					Europe	United Kingdom							UK Health Security Agency	Escherichia coli								PRJNA812750	SRP365245		SAMN26427367	SRS12339894	2022-06-11	2022-03-23	ESC_ZA8509AA	Assembled	79	209539	5221829	Escherichia coli / Shigella;100.0%	177	15168	ESC_DC7217AA_AS	4.1
ESC_ZA8510AA	162110	SRR18428820;ILLUMINA;Paired;;SRX14562880;SRA	Human	Human	human - faeces					Europe	United Kingdom							UK Health Security Agency	Escherichia coli								PRJNA812750	SRP365245		SAMN26427366	SRS12339892	2022-06-11	2022-03-23	ESC_ZA8510AA	Assembled	98	246400	5194584	Escherichia coli / Shigella;98.91%	180	17750	ESC_DC7218AA_AS	4.1
ESC_ZA8612AA	231139	SRR18428922;ILLUMINA;Paired;;SRX14562778;SRA	Human	Human	human - bacteraemia					Europe	United Kingdom							UK Health Security Agency	Escherichia coli								PRJNA812750	SRP365245		SAMN26427130	SRS12339790	2022-06-11	2022-03-23	ESC_ZA8612AA	Assembled	69	235121	5102753	Escherichia coli / Shigella;100.0%	104	16042	ESC_DC7320AA_AS	4.1
ESC_ZA8707AA	168230	SRR18429017;ILLUMINA;Paired;;SRX14562683;SRA	Human	Human	human - bacteraemia					Europe	United Kingdom							UK Health Security Agency	Escherichia coli								PRJNA812750	SRP365245		SAMN26426987	SRS12339695	2022-06-11	2022-03-23	ESC_ZA8707AA	Assembled	87	178727	5264977	Escherichia coli / Shigella;98.71%	129	17792	ESC_DC7438AA_AS	4.1
ESC_ZA8766AA	167132	SRR18429076;ILLUMINA;Paired;;SRX14562624;SRA	Environment	Water/River	sewage					Europe	United Kingdom							UK Health Security Agency	Escherichia coli								PRJNA812750	SRP365245		SAMN26427395	SRS12339635	2022-06-11	2022-03-23	ESC_ZA8766AA	Assembled	95	132351	5177277	Escherichia coli / Shigella;97.33%	181	19837	ESC_DC7497AA_AS	4.1
ESC_ZA8777AA	168227	SRR18428483;ILLUMINA;Paired;;SRX14562613;SRA	Human	Human	human - bacteraemia					Europe	United Kingdom							UK Health Security Agency	Escherichia coli								PRJNA812750	SRP365245		SAMN26427187	SRS12339625	2022-06-11	2022-03-23	ESC_ZA8777AA	Assembled	88	178023	5339968	Escherichia coli / Shigella;97.92%	159	30896	ESC_DC7508AA_AS	4.1
ESC_ZA9187AA	PSU-4691	SRR18212804;ILLUMINA;Paired;;SRX14359316;SRA	Poultry	Poultry	Turkey, (Avian)	1985	1	1		North America	United States	Minnesota						PulseNet Next Generation Subtyping Methods Unit	Escherichia coli								PRJNA357722	SRP101500		SAMN26418556	SRS12172842	2022-06-11	2022-03-03	ESC_ZA9187AA	Assembled	144	148181	5267328	Escherichia coli / Shigella;98.37%	169	17895	ESC_DC7890AA_AS	4.1
ESC_ZA9191AA	PSU-4690	SRR18212799;ILLUMINA;Paired;;SRX14359311;SRA	Poultry	Poultry	Turkey, (Avian)	1985	1	1		North America	United States	Maryland						PulseNet Next Generation Subtyping Methods Unit	Escherichia coli								PRJNA357722	SRP101500		SAMN26418537	SRS12172837	2022-06-11	2022-03-03	ESC_ZA9191AA	Assembled	93	137757	5093207	Escherichia coli / Shigella;98.0%	129	14188	ESC_DC7894AA_AS	4.1
ESC_ZA9202AA	PFEEC0126	SRR18212067;ILLUMINA;Paired;;SRX14358932;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378703	SRS12172477	2022-06-11	2022-03-03	ESC_ZA9202AA	Assembled	82	269061	5162318	Escherichia coli / Shigella;100.0%	84	16209	ESC_DC7905AA_AS	4.1
ESC_ZA9214AA	PFEEC0497	SRR18212079;ILLUMINA;Paired;;SRX14358920;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26379064	SRS12172465	2022-06-11	2022-03-03	ESC_ZA9214AA	Assembled	73	268941	5176248	Escherichia coli / Shigella;98.75%	106	39326	ESC_DC7917AA_AS	4.1
ESC_ZA9215AA	PFEEC0496	SRR18212080;ILLUMINA;Paired;;SRX14358919;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26379063	SRS12172464	2022-06-11	2022-03-03	ESC_ZA9215AA	Assembled	62	286738	5150631	Escherichia coli / Shigella;95.39%	96	15370	ESC_DC7918AA_AS	4.1
ESC_ZA9219AA	PFEEC0493	SRR18212084;ILLUMINA;Paired;;SRX14358915;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26379060	SRS12172460	2022-06-11	2022-03-03	ESC_ZA9219AA	Assembled	91	216793	5152506	Escherichia coli / Shigella;96.06%	109	19977	ESC_DC7922AA_AS	4.1
ESC_ZA9234AA	PFEEC0480	SRR18212099;ILLUMINA;Paired;;SRX14358900;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26379047	SRS12172445	2022-06-11	2022-03-03	ESC_ZA9234AA	Assembled	72	282161	5216136	Escherichia coli / Shigella;96.21%	125	38070	ESC_DC7937AA_AS	4.1
ESC_ZA9244AA	PFEEC0070	SRR18212109;ILLUMINA;Paired;;SRX14358890;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378655	SRS12172436	2022-06-11	2022-03-03	ESC_ZA9244AA	Assembled	119	204008	5139345	Escherichia coli / Shigella;97.92%	178	85969	ESC_DC7947AA_AS	4.1
ESC_ZA9249AA	PFEEC0378	SRR18212114;ILLUMINA;Paired;;SRX14358885;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378947	SRS12172430	2022-06-11	2022-03-03	ESC_ZA9249AA	Assembled	77	228462	5165500	Escherichia coli / Shigella;97.23%	103	14066	ESC_DC7952AA_AS	4.1
ESC_ZA9254AA	PFEEC0373	SRR18212119;ILLUMINA;Paired;;SRX14358880;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378942	SRS12172425	2022-06-11	2022-03-03	ESC_ZA9254AA	Assembled	60	87982	5135818	Escherichia coli / Shigella;100.0%	164	112551	ESC_DC7957AA_AS	4.1
ESC_ZA9257AA	PFEEC0371	SRR18212122;ILLUMINA;Paired;;SRX14358877;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378940	SRS12172422	2022-06-11	2022-03-03	ESC_ZA9257AA	Assembled	85	124099	5211920	Escherichia coli / Shigella;100.0%	126	22482	ESC_DC7960AA_AS	4.1
ESC_ZA9264AA	PFEEC0364	SRR18212129;ILLUMINA;Paired;;SRX14358870;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378933	SRS12172415	2022-06-11	2022-03-03	ESC_ZA9264AA	Assembled	70	45809	5147860	Escherichia coli / Shigella;99.13%	287	35239	ESC_DC7967AA_AS	4.1
ESC_ZA9266AA	PFEEC0095	SRR18212131;ILLUMINA;Paired;;SRX14358868;SRA	Human	Human	Homo sapiens													Pfizer	Escherichia coli								PRJNA804716	SRP362296		SAMN26378680	SRS12172413	2022-06-11	2022-03-03	ESC_ZA9266AA	Assembled	61	92284	5245181	Escherichia coli / Shigella;99.34%	201	49159	ESC_DC7969AA_AS	4.1
