Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_UA8705AA	PNUSAE069456	SRR14103396;ILLUMINA;Paired;;SRX10475211;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18539549	SRS8604417	2021-04-02	2021-03-30	ESC_UA8705AA	Assembled	234	137602	5665394	Escherichia coli / Shigella;94.26%	292	46674	ESC_WB5158AA_AS	4.1
ESC_UA8707AA	PNUSAE069448	SRR14103254;ILLUMINA;Paired;;SRX10475111;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18538541	SRS8604322	2021-04-02	2021-03-30	ESC_UA8707AA	Assembled	229	142947	5668311	Escherichia coli / Shigella;95.02%	310	50509	ESC_WB5048AA_AS	4.1
ESC_UA8708AA	PNUSAE069449	SRR14103251;ILLUMINA;Paired;;SRX10475108;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18538542	SRS8604319	2021-04-02	2021-03-30	ESC_UA8708AA	Assembled	184	137571	5669097	Escherichia coli / Shigella;95.44%	311	52965	ESC_WB5047AA_AS	4.1
ESC_UA8710AA	PNUSAE069451	SRR14103214;ILLUMINA;Paired;;SRX10475091;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18539540	SRS8604303	2021-04-02	2021-03-30	ESC_UA8710AA	Assembled	185	137927	5670490	Escherichia coli / Shigella;95.55%	309	50928	ESC_WB5157AA_AS	4.1
ESC_UA8712AA	PNUSAE069450	SRR14103208;ILLUMINA;Paired;;SRX10475086;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18539539	SRS8604298	2021-04-02	2021-03-30	ESC_UA8712AA	Assembled	139	148293	5662212	Escherichia coli / Shigella;94.65%	283	51768	ESC_WB5155AA_AS	4.1
ESC_UA9146AA	PNUSAE069841	SRR14150470;ILLUMINA;Paired;;SRX10519486;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18631076	SRS8643291	2021-04-07	2021-04-06	ESC_UA9146AA	Assembled	76	137600	5666556	Escherichia coli / Shigella;96.26%	305	44925	ESC_VB6917AA_AS	4.1
ESC_UA9150AA	PNUSAE069837	SRR14150465;ILLUMINA;Paired;;SRX10519481;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18630925	SRS8643286	2021-04-07	2021-04-06	ESC_UA9150AA	Assembled	121	137579	5667983	Escherichia coli / Shigella;94.26%	303	54559	ESC_VB6913AA_AS	4.1
ESC_UA9151AA	PNUSAE069839	SRR14150464;ILLUMINA;Paired;;SRX10519480;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18630928	SRS8643285	2021-04-07	2021-04-06	ESC_UA9151AA	Assembled	100	137809	5667851	Escherichia coli / Shigella;95.28%	294	54120	ESC_VB6912AA_AS	4.1
ESC_UA9152AA	PNUSAE069840	SRR14150463;ILLUMINA;Paired;;SRX10519479;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18630930	SRS8643284	2021-04-07	2021-04-06	ESC_UA9152AA	Assembled	125	137571	5667968	Escherichia coli / Shigella;95.54%	312	47807	ESC_VB6911AA_AS	4.1
ESC_UA9199AA	PNUSAE069846	SRR14154068;ILLUMINA;Paired;;SRX10522702;SRA	Livestock	Bovine	beef; raw ground beef	2021				North America	United States	Texas						PulseNet Next Generation Subtyping Methods Unit	Escherichia coli								PRJNA284275	SRP061878		SAMN18636323	SRS8646215	2021-04-07	2021-04-07	ESC_UA9199AA	Assembled	84	156052	5292551	Escherichia coli / Shigella;100.0%	295	49103	ESC_VB7024AA_AS	4.1
ESC_UA9629AA	PNUSAE070026	SRR14214530;ILLUMINA;Paired;;SRX10581028;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18716439	SRS8685163	2021-04-13	2021-04-12	ESC_UA9629AA	Assembled	255	137786	5667673	Escherichia coli / Shigella;96.27%	301	59382	ESC_VB7653AA_AS	4.1
ESC_VA0574AA	PNUSAE070494	SRR14280597;ILLUMINA;Paired;;SRX10641632;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN18809382	SRS8737863	2021-04-21	2021-04-20	ESC_VA0574AA	Assembled	211	137686	5669139	Escherichia coli / Shigella;94.15%	306	58352	ESC_VB9392AA_AS	4.1
ESC_VA2477AA	FV20410	SRR11241499;ILLUMINA;Paired;;SRX7853148;SRA	Human	Human	Homo sapiens; human	2013				Europe	Spain					40.27	-3.44	Laboratorio de Referencia de Escherichia coli (LREC)	Escherichia coli								PRJNA610160	SRP251642		SAMN14278626	SRS6262639	2021-05-01	2021-04-05	ESC_VA2477AA	Assembled	514	170515	5209821	Escherichia coli / Shigella;100.0%	167	37581	ESC_WB0688AA_AS	4.1
ESC_VA2479AA	FV20408	SRR11241501;ILLUMINA;Paired;;SRX7853146;SRA	Human	Human	Homo sapiens; human	2013				Europe	Spain					40.27	-3.44	Laboratorio de Referencia de Escherichia coli (LREC)	Escherichia coli								PRJNA610160	SRP251642		SAMN14278624	SRS6262637	2021-05-01	2021-04-05	ESC_VA2479AA	Assembled	542	158220	5267273	Escherichia coli / Shigella;100.0%	259	47073	ESC_WB0686AA_AS	4.1
ESC_VA2915AA	IDR2100045388-01-06	SRR14408168;ILLUMINA;Paired;;SRX10760321;SRA	Human	Human	stool	2021	4											PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA292663	SRP161673		SAMN18988684	SRS8844650	2021-05-04	2021-05-03	ESC_VA2915AA	Assembled	184	145271	5586903	Escherichia coli / Shigella;96.46%	261	171904	ESC_WB2229AA_AS	4.1
ESC_VA4345AA	FSIS12139883	SRR14572528;ILLUMINA;Paired;;SRX10915747;SRA	Livestock	Bovine	comminuted beef	2021				North America	United States	Iowa						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli		O145						PRJNA268206	SRP050539		SAMN19236138	SRS9006009	2021-05-18	2021-05-17	ESC_VA4345AA	Assembled	211	139493	5386714	Escherichia coli / Shigella;99.34%	265	56242	ESC_WB5306AA_AS	4.1
ESC_VA7851AA	PNUSAE075176	SRR14875226;ILLUMINA;Paired;;SRX11192630;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli								PRJNA218110	SRP046387		SAMN19801394	SRS9248451	2021-06-22	2021-06-21	ESC_VA7851AA	Assembled	133	187387	5249726	Escherichia coli / Shigella;100.0%	255	41051	ESC_XB2412AA_AS	4.1
ESC_VA8259AA	PSU-4616	SRR14994806;ILLUMINA;Paired;;SRX11307253;SRA	Livestock	Bovine	cow; cow bovine	2017				North America	United States	Nebraska						PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA357722	SRP101500		SAMN19949787	SRS9335626	2021-07-01	2021-06-30	ESC_VA8259AA	Assembled	72	99232	5219466	Escherichia coli / Shigella;100.0%	255	34677	ESC_XB5599AA_AS	4.1
ESC_VA8309AA	PSU-4614	SRR14993822;ILLUMINA;Paired;;SRX11306269;SRA	Livestock	Bovine	cow; cow bovine	2017				North America	United States	Nebraska						PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA357722	SRP101500		SAMN19949788	SRS9334713	2021-07-01	2021-06-30	ESC_VA8309AA	Assembled	86	155837	5265528	Escherichia coli / Shigella;100.0%	258	31018	ESC_XB5547AA_AS	4.1
ESC_VA8713AA	com_232	SRR11848935;ILLUMINA;Paired;;SRX8399232;SRA	Human	Human	Homo sapiens; stool					Europe	Denmark					56.26	9.5	University of Maryland, School of Medicine	Escherichia coli								PRJNA611810	SRP264772		SAMN14350026	SRS6712013	2021-07-01	2021-06-01	ESC_VA8713AA	Assembled	212	39226	5292188	Escherichia coli / Shigella;100.0%	409	43266	ESC_XB5154AA_AS	4.1
ESC_WA0104AA	PNUSAE076254	SRR15055292;ILLUMINA;Paired;;SRX11365600;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli								PRJNA218110	SRP046387		SAMN20085919	SRS9411929	2021-07-07	2021-07-06	ESC_WA0104AA	Assembled	133	156574	5310784	Escherichia coli / Shigella;100.0%	225	44353	ESC_XB7466AA_AS	4.1
ESC_WA0684AA	1257296	SRR15096267;ILLUMINA;Paired;;SRX11406122;SRA	Human	Human	Homo sapiens; human	2021	6			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN20163971	SRS9448604	2021-07-13	2021-07-11	ESC_WA0684AA	Assembled	136	155318	5259502	Escherichia coli / Shigella;100.0%	273	46100	ESC_YB0833AA_AS	4.1
ESC_WA1833AA	PNUSAE078246	SRR15251147;ILLUMINA;Paired;;SRX11556651;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN20409499	SRS9594651	2021-07-28	2021-07-26	ESC_WA1833AA	Assembled	83	146276	5452540	Escherichia coli / Shigella;100.0%	299	81521	ESC_YB8025AA_AS	4.1
ESC_WA2864AA	PNUSAE078813	SRR15324091;ILLUMINA;Paired;;SRX11628550;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN20521110	SRS9663333	2021-08-09	2021-08-05	ESC_WA2864AA	Assembled	146	135423	5351092	Escherichia coli / Shigella;100.0%	286	42130	ESC_ZB1949AA_AS	4.1
ESC_WA2905AA	RM9467	SRR15323576;ILLUMINA;Paired;500;SRX11628042;SRA	Livestock	Bovine	cow; bovine	2009				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA677988	SRP323105		SAMN20523308	SRS9662068	2021-08-09	2021-08-06	ESC_WA2905AA	Assembled	142	167660	5272298	Escherichia coli / Shigella;100.0%	249	16423	ESC_ZB1853AA_AS	4.1
ESC_WA2919AA	RM9154	SRR15323562;ILLUMINA;Paired;500;SRX11628028;SRA	Livestock	Bovine	cow; bovine	2009				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA677988	SRP323105		SAMN20523323	SRS9662054	2021-08-09	2021-08-06	ESC_WA2919AA	Assembled	139	156006	5367969	Escherichia coli / Shigella;98.56%	252	24612	ESC_ZB2138AA_AS	4.1
ESC_WA2960AA	RM9028	SRR15323521;ILLUMINA;Paired;500;SRX11627987;SRA	Livestock	Bovine	cow; bovine	2009				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA677988	SRP323105		SAMN20522871	SRS9662013	2021-08-09	2021-08-06	ESC_WA2960AA	Assembled	123	163871	5318313	Escherichia coli / Shigella;100.0%	256	35426	ESC_ZB2124AA_AS	4.1
ESC_WA3189AA	691139	SRR15366120;ILLUMINA;Paired;;SRX11668570;SRA	ND	ND/Others	other	2019	2			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN20606773	SRS9701109	2021-08-10	2021-08-08	ESC_WA3189AA	Assembled	133	155670	5254129	Escherichia coli / Shigella;99.32%	279	26584	ESC_ZB2717AA_AS	4.1
ESC_WA3284AA	690335	SRR15366011;ILLUMINA;Paired;;SRX11668461;SRA	ND	ND/Others	other	2019	2			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN20606663	SRS9701001	2021-08-10	2021-08-08	ESC_WA3284AA	Assembled	95	155424	5233831	Escherichia coli / Shigella;99.34%	253	26214	ESC_ZB2622AA_AS	4.1
ESC_WA4124AA	PNUSAE082008	SRR15672756;ILLUMINA;Paired;;SRX11969209;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli								PRJNA218110	SRP046387		SAMN21092207	SRS9978465	2021-09-01	2021-08-30	ESC_WA4124AA	Assembled	103	146276	5414846	Escherichia coli / Shigella;100.0%	300	43210	ESC_ZB6313AA_AS	4.1
ESC_WA5513AA	FSIS12142332	SRR15713236;ILLUMINA;Paired;;SRX12008822;SRA	Livestock	Bovine	Product-Other/Miscellaneous-Beef	2021				North America	United States	Pennsylvania						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli		O145						PRJNA268206	SRP050539		SAMN21216560	SRS10014960	2021-09-04	2021-09-03	ESC_WA5513AA	Assembled	327	82867	5416410	Escherichia coli / Shigella;100.0%	322	95675	ESC_ZB6944AA_AS	4.1
ESC_WA5575AA	RM9874	SRR15673130;ILLUMINA;Paired;500;SRX11969582;SRA	Livestock	Bovine	cow; bovine	2009				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA677988	SRP323105		SAMN21149992	SRS9988339	2021-09-07	2021-09-01	ESC_WA5575AA	Assembled	109	157448	5273040	Escherichia coli / Shigella;100.0%	258	19753	ESC_ZB8002AA_AS	4.1
ESC_WA5580AA	RM9872	SRR15673110;ILLUMINA;Paired;500;SRX11969562;SRA	Livestock	Bovine	cow; bovine	2009				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA677988	SRP323105		SAMN21144156	SRS9988334	2021-09-07	2021-09-01	ESC_WA5580AA	Assembled	133	167660	5271224	Escherichia coli / Shigella;100.0%	233	18383	ESC_ZB7997AA_AS	4.1
ESC_WA6409AA	1351478	SRR15843228;ILLUMINA;Paired;;SRX12134580;SRA	Human	Human	Homo sapiens; human	2021	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21386839	SRS10114314	2021-09-12	2021-09-11	ESC_WA6409AA	Assembled	157	155479	5273061	Escherichia coli / Shigella;100.0%	301	100285	ESC_ZB8357AA_AS	4.1
ESC_WA6484AA	1371670	SRR15842891;ILLUMINA;Paired;;SRX12134243;SRA	Human	Human	Homo sapiens; human	2021	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21386976	SRS10113977	2021-09-12	2021-09-11	ESC_WA6484AA	Assembled	52	78136	5275919	Escherichia coli / Shigella;100.0%	314	57474	ESC_ZB8282AA_AS	4.1
ESC_WA6505AA	1337756	SRR15842835;ILLUMINA;Paired;;SRX12134187;SRA	Human	Human	Homo sapiens; human	2021	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21386786	SRS10113921	2021-09-12	2021-09-11	ESC_WA6505AA	Assembled	69	150139	5257815	Escherichia coli / Shigella;100.0%	246	43688	ESC_ZB8261AA_AS	4.1
ESC_WA6589AA	1375598	SRR15842417;ILLUMINA;Paired;;SRX12133769;SRA	Human	Human	Homo sapiens; human	2021	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21386831	SRS10113503	2021-09-12	2021-09-11	ESC_WA6589AA	Assembled	103	139275	5259095	Escherichia coli / Shigella;100.0%	240	14685	ESC_ZB8177AA_AS	4.1
ESC_WA6713AA	1375641	SRR15853333;ILLUMINA;Paired;;SRX12144557;SRA	Human	Human	Homo sapiens; human	2021	8			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21396272	SRS10123882	2021-09-13	2021-09-13	ESC_WA6713AA	Assembled	99	159865	5227661	Escherichia coli / Shigella;100.0%	231	13968	ESC_ZB8415AA_AS	4.1
ESC_WA6814AA	PNUSAE083318	SRR15904887;ILLUMINA;Paired;;SRX12195350;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN21442587	SRS10172789	2021-09-16	2021-09-16	ESC_WA6814AA	Assembled	112	80626	5410433	Escherichia coli / Shigella;100.0%	397	127494	ESC_ZB8519AA_AS	4.1
ESC_WA7006AA	PNUSAE083915	SRR15992655;ILLUMINA;Paired;;SRX12281150;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN21536424	SRS10255097	2021-09-22	2021-09-21	ESC_WA7006AA	Assembled	152	128665	5588605	Escherichia coli / Shigella;100.0%	318	63185	ESC_ZB8713AA_AS	4.1
ESC_WA7014AA	PNUSAE083925	SRR15992819;ILLUMINA;Paired;;SRX12281314;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN21536445	SRS10255261	2021-09-22	2021-09-22	ESC_WA7014AA	Assembled	167	146278	5415932	Escherichia coli / Shigella;100.0%	293	41684	ESC_ZB8754AA_AS	4.1
ESC_WA7410AA	1469948	SRR16077441;ILLUMINA;Paired;;SRX12363934;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21845685	SRS10335301	2021-09-28	2021-09-27	ESC_WA7410AA	Assembled	151	159816	5300080	Escherichia coli / Shigella;100.0%	305	37876	ESC_ZB9158AA_AS	4.1
ESC_WA7429AA	1469943	SRR16077422;ILLUMINA;Paired;;SRX12363915;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN21845672	SRS10335282	2021-09-28	2021-09-27	ESC_WA7429AA	Assembled	200	159899	5368868	Escherichia coli / Shigella;100.0%	314	48300	ESC_ZB9139AA_AS	4.1
ESC_WA7682AA	PNUSAE080749	SRR15529434;ILLUMINA;Paired;;SRX11827876;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN20863155	SRS9841514	2021-10-01	2021-08-19	ESC_WA7682AA	Assembled	74	168012	5297319	Escherichia coli / Shigella;100.0%	241	43814	ESC_AC1560AA_AS	4.1
ESC_WA8659AA	PNUSAE079617	SRR15402277;ILLUMINA;Paired;;SRX11704493;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN20693848	SRS9735420	2021-10-01	2021-08-10	ESC_WA8659AA	Assembled	185	121241	5521265	Escherichia coli / Shigella;100.0%	317	56818	ESC_AC0645AA_AS	4.1
ESC_XA0321AA	1488346	SRR16173121;ILLUMINA;Paired;;SRX12457885;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22020353	SRS10423878	2021-10-04	2021-10-04	ESC_XA0321AA	Assembled	75	146994	5351454	Escherichia coli / Shigella;100.0%	249	31089	ESC_AC1689AA_AS	4.1
ESC_XA0325AA	1478409	SRR16173116;ILLUMINA;Paired;;SRX12457880;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22020343	SRS10423872	2021-10-04	2021-10-04	ESC_XA0325AA	Assembled	76	159867	5281164	Escherichia coli / Shigella;100.0%	170	38922	ESC_AC1685AA_AS	4.1
ESC_XA1115AA	1494038	SRR16291124;ILLUMINA;Paired;;SRX12570279;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22214689	SRS10527402	2021-10-13	2021-10-12	ESC_XA1115AA	Assembled	248	105285	5297110	Escherichia coli / Shigella;99.47%	369	50907	ESC_AC2661AA_AS	4.1
ESC_XA1118AA	1489899	SRR16291075;ILLUMINA;Paired;;SRX12570230;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22214645	SRS10527353	2021-10-13	2021-10-12	ESC_XA1118AA	Assembled	129	120202	5290843	Escherichia coli / Shigella;99.37%	300	31869	ESC_AC2658AA_AS	4.1
ESC_XA1127AA	1494006	SRR16291056;ILLUMINA;Paired;;SRX12570211;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22214620	SRS10527334	2021-10-13	2021-10-12	ESC_XA1127AA	Assembled	131	127612	5298330	Escherichia coli / Shigella;100.0%	349	38184	ESC_AC2649AA_AS	4.1
ESC_XA1135AA	1494028	SRR16291035;ILLUMINA;Paired;;SRX12570190;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22214603	SRS10527313	2021-10-13	2021-10-12	ESC_XA1135AA	Assembled	154	148296	5370151	Escherichia coli / Shigella;100.0%	302	27642	ESC_AC2641AA_AS	4.1
ESC_XA1139AA	1497143	SRR16291027;ILLUMINA;Paired;;SRX12570182;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22214598	SRS10527305	2021-10-13	2021-10-12	ESC_XA1139AA	Assembled	61	104860	5302380	Escherichia coli / Shigella;100.0%	279	35267	ESC_AC2637AA_AS	4.1
ESC_XA1286AA	1487497	SRR16301523;ILLUMINA;Paired;;SRX12580305;SRA	Human	Human	Homo sapiens; human	2021	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22228529	SRS10536113	2021-10-13	2021-10-13	ESC_XA1286AA	Assembled	100	109337	5359596	Escherichia coli / Shigella;100.0%	306	45599	ESC_AC2711AA_AS	4.1
ESC_XA1868AA	1507498	SRR16566161;ILLUMINA;Paired;;SRX12768187;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22562164	SRS10714164	2021-10-26	2021-10-26	ESC_XA1868AA	Assembled	134	103005	5483082	Escherichia coli / Shigella;96.91%	355	64693	ESC_AC3804AA_AS	4.1
ESC_XA2064AA	1507289	SRR16568631;ILLUMINA;Paired;;SRX12770657;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22562162	SRS10716630	2021-10-26	2021-10-26	ESC_XA2064AA	Assembled	111	149209	5278374	Escherichia coli / Shigella;100.0%	303	33321	ESC_AC3828AA_AS	4.1
ESC_XA2318AA	1512682	SRR16612576;ILLUMINA;Paired;;SRX12813625;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22657118	SRS10759007	2021-10-29	2021-10-29	ESC_XA2318AA	Assembled	91	110052	5272325	Escherichia coli / Shigella;100.0%	304	41631	ESC_AC4127AA_AS	4.1
ESC_XA3845AA	PNUSAE087830	SRR16652529;ILLUMINA;Paired;;SRX12853235;SRA				2021				North America	United States							PulseNet Next Generation Subtyping Methods Unit	Escherichia coli		O145:H28						PRJNA218110	SRP046387		SAMN22813755	SRS10796525	2021-11-01	2021-11-01	ESC_XA3845AA	Assembled	137	182735	5462619	Escherichia coli / Shigella;100.0%	264	34150	ESC_AC4434AA_AS	4.1
ESC_XA4551AA	1521810	SRR16821320;ILLUMINA;Paired;;SRX13014633;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22935823	SRS10952692	2021-11-07	2021-11-06	ESC_XA4551AA	Assembled	200	143424	5215741	Escherichia coli / Shigella;100.0%	291	31950	ESC_AC5181AA_AS	4.1
ESC_XA4560AA	1518829	SRR16821280;ILLUMINA;Paired;;SRX13014593;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22935781	SRS10952653	2021-11-07	2021-11-06	ESC_XA4560AA	Assembled	98	136518	5273412	Escherichia coli / Shigella;100.0%	286	24691	ESC_AC5172AA_AS	4.1
ESC_XA4716AA	1519684	SRR16842847;ILLUMINA;Paired;;SRX13035918;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN22962694	SRS10973461	2021-11-08	2021-11-08	ESC_XA4716AA	Assembled	106	88280	5334480	Escherichia coli / Shigella;100.0%	316	54351	ESC_AC5378AA_AS	4.1
ESC_XA4919AA	1521481	SRR16892815;ILLUMINA;Paired;;SRX13085512;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN23010653	SRS11022371	2021-11-10	2021-11-10	ESC_XA4919AA	Assembled	90	98000	5334188	Escherichia coli / Shigella;100.0%	301	45568	ESC_AC5588AA_AS	4.1
ESC_XA4935AA	1521464	SRR16892796;ILLUMINA;Paired;;SRX13085493;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN23010555	SRS11022352	2021-11-10	2021-11-10	ESC_XA4935AA	Assembled	106	117965	5337530	Escherichia coli / Shigella;99.36%	314	131182	ESC_AC5572AA_AS	4.1
ESC_XA4937AA	1521475	SRR16892794;ILLUMINA;Paired;;SRX13085491;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN23010516	SRS11022350	2021-11-10	2021-11-10	ESC_XA4937AA	Assembled	134	29665	5163410	Escherichia coli / Shigella;99.74%	546	89677	ESC_AC5570AA_AS	4.1
ESC_XA4976AA	PSU-4421	SRR16904858;ILLUMINA;Paired;;SRX13097315;SRA	Livestock	Bovine	cow; cow bovine	2017				North America	United States	Nebraska						GenomeTrakr Project: Michigan Department of Agriculture and Rural Development | Geagley Laboratory	Escherichia coli								PRJNA357722	SRP101500		SAMN20848654	SRS11033628	2021-11-11	2021-11-10	ESC_XA4976AA	Assembled	76	167671	5231072	Escherichia coli / Shigella;100.0%	237	19556	ESC_AC5627AA_AS	4.1
ESC_XA5042AA	1519038	SRR16920116;ILLUMINA;Paired;;SRX13112369;SRA	Human	Human	Homo sapiens; human	2021	10			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia						PRJNA315192	SRP071789		SAMN23072193	SRS11047665	2021-11-12	2021-11-12	ESC_XA5042AA	Assembled	141	148000	5486116	Escherichia coli / Shigella;98.08%	318	32251	ESC_AC5727AA_AS	4.1
