Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Assembly barcode	Version
ESC_LA4060AA	BL21-Gold(DE3)	SRR7270904;ILLUMINA;Paired;;SRX4174547;SRA	Laboratory	Laboratory	Laboratory strain	2015				Europe	United Kingdom							University of Edinburgh	Escherichia coli								PRJNA474899	SRP149903		SAMN09375133	SRS3386170	2019-02-11	2018-07-26	ESC_LA4060AA	Assembled	184	104873	4488554	Escherichia coli / Shigella;100.0%	124	28938	ESC_WA6673AA_AS	4
ESC_LA4061AA	BL21-Gold(DE3)	SRR7270905;ILLUMINA;Paired;;SRX4174546;SRA	Laboratory	Laboratory	Laboratory strain	2015				Europe	United Kingdom							University of Edinburgh	Escherichia coli								PRJNA474899	SRP149903		SAMN09375136	SRS3386169	2019-02-11	2018-07-26	ESC_LA4061AA	Assembled	165	95394	4489018	Escherichia coli / Shigella;100.0%	124	30525	ESC_WA6672AA_AS	4
ESC_LA4062AA	BL21-Gold(DE3)	SRR7270906;ILLUMINA;Paired;;SRX4174545;SRA	Laboratory	Laboratory	Laboratory strain	2015				Europe	United Kingdom							University of Edinburgh	Escherichia coli								PRJNA474899	SRP149903		SAMN09375135	SRS3386168	2019-02-11	2018-07-26	ESC_LA4062AA	Assembled	195	104873	4489043	Escherichia coli / Shigella;100.0%	123	29825	ESC_WA6671AA_AS	4
ESC_LA4063AA	BL21-Gold(DE3)	SRR7270907;ILLUMINA;Paired;;SRX4174544;SRA	Laboratory	Laboratory	Laboratory strain	2015				Europe	United Kingdom							University of Edinburgh	Escherichia coli								PRJNA474899	SRP149903		SAMN09375142	SRS3386167	2019-02-11	2018-07-26	ESC_LA4063AA	Assembled	220	104873	4488198	Escherichia coli / Shigella;100.0%	118	28865	ESC_XA6846AA_AS	4
ESC_LA4064AA	BL21-Gold(DE3)	SRR7270908;ILLUMINA;Paired;;SRX4174543;SRA	Laboratory	Laboratory	Laboratory strain	2015				Europe	United Kingdom							University of Edinburgh	Escherichia coli								PRJNA474899	SRP149903		SAMN09375141	SRS3386166	2019-02-11	2018-07-26	ESC_LA4064AA	Assembled	204	94325	4488198	Escherichia coli / Shigella;100.0%	114	28948	ESC_XA7610AA_AS	4
ESC_LA5122AA	GASRECE200	SRR6505322;ILLUMINA;Paired;;SRX3593991;SRA	Human	Human	Homo sapiens; blood	2012	11	25		Asia	Singapore					1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA431029	SRP131304		SAMN08382715	SRS2866667	2019-02-11	2019-01-01	ESC_LA5122AA	Assembled	288	68835	4999205	Escherichia coli / Shigella;99.41%	231	63647	ESC_XA8532AA_AS	4
ESC_LA5267AA	JIE3950	SRR6456030;ILLUMINA;Paired;;SRX3546714;SRA	Human	Human	Homo sapiens	2013				Oceania	Australia	New South Wales		Sydney				University of Sydney	Escherichia coli								PRJNA429066	SRP128614		SAMN08328804	SRS2820779	2019-02-11	2019-02-01	ESC_LA5267AA	Assembled	98	126465	5068241	Escherichia coli / Shigella;88.61%	197	169569	ESC_WA5525AA_AS	4
ESC_LA6329AA	C45(DE3)	SRR6281327;ILLUMINA;Paired;;SRX3383554;SRA	Laboratory	Laboratory	bacteria; BL21(DE3)	2015	2			Europe	France							CNRS	Escherichia coli								PRJNA417938	SRP124772		SAMN08011120	SRS2679081	2019-02-11	2018-07-14	ESC_LA6329AA	Assembled	94	118562	4486644	Escherichia coli / Shigella;98.63%	85	19750	ESC_WA2353AA_AS	4
ESC_LA6330AA	C44(DE3)	SRR6281270;ILLUMINA;Paired;;SRX3383501;SRA	Laboratory	Laboratory	bacteria; BL21(DE3)	2015	2			Europe	France							CNRS	Escherichia coli								PRJNA417937	SRP124770		SAMN08011119	SRS2679028	2019-02-11	2018-07-14	ESC_LA6330AA	Assembled	70	118815	4502858	Escherichia coli / Shigella;98.69%	86	19211	ESC_WA2352AA_AS	4
ESC_LA6419AA	GDA05	SRR6066070;ILLUMINA;Paired;;SRX3209449;SRA	Poultry	Avian	Broiler; Chicken anus swab	2016	9			Asia	China	Guangdong				23.04	113.15	Peking University People's Hospital	Escherichia coli								PRJNA408214	SRP118547		SAMN07682642	SRS2534443	2019-02-11	2018-01-06	ESC_LA6419AA	Assembled	296	94462	5268639	Escherichia coli / Shigella;90.25%	242	38113	ESC_WA4430AA_AS	4
ESC_LA6487AA	FMC_UTI_02930	SRR6111796;ILLUMINA;Paired;;SRX3226784;SRA	Human	Human	Human	2012	11	22		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677117	SRS2551389	2019-02-11	2018-10-27	ESC_LA6487AA	Assembled	140	87752	4859445	Escherichia coli / Shigella;97.84%	194	42934	ESC_WA4362AA_AS	4
ESC_LA6599AA	13_CN-10_B4_M1_C1_P1	SRR6111908;ILLUMINA;Paired;;SRX3226672;SRA	Food	Poultry	Chicken	2012	11	16		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677390	SRS2551277	2019-02-11	2018-10-27	ESC_LA6599AA	Assembled	36	92872	4737120	Escherichia coli / Shigella;100.0%	121	20016	ESC_WA4244AA_AS	4
ESC_LA6665AA	14_CN-23_B4_M1_C1_P2	SRR6111497;ILLUMINA;Paired;;SRX3226606;SRA	Food	Poultry	Chicken	2012	11	16		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677434	SRS2551210	2019-02-11	2018-10-27	ESC_LA6665AA	Assembled	94	115279	4856958	Escherichia coli / Shigella;99.28%	199	23993	ESC_WA4167AA_AS	4
ESC_LA6731AA	12_CN-21_B3_M1_C3_P2	SRR6111563;ILLUMINA;Paired;;SRX3226540;SRA	Food	Poultry	Chicken	2012	11	30		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677347	SRS2551144	2019-02-11	2018-10-27	ESC_LA6731AA	Assembled	47	104240	4782700	Escherichia coli / Shigella;100.0%	142	60219	ESC_WA4101AA_AS	4
ESC_LA6744AA	131_CN-21_B42_M1_C1_P1	SRR6111576;ILLUMINA;Paired;;SRX3226527;SRA	Food	Poultry	Chicken	2012	11	30		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677399	SRS2551160	2019-02-11	2018-10-27	ESC_LA6744AA	Assembled	85	112207	4797482	Escherichia coli / Shigella;100.0%	128	68073	ESC_WA4088AA_AS	4
ESC_LA6880AA	132_CN-21_B42_M1_C1_P2	SRR6111712;ILLUMINA;Paired;;SRX3226391;SRA	Food	Poultry	Chicken	2012	11	30		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677407	SRS2551000	2019-02-11	2018-10-27	ESC_LA6880AA	Assembled	84	123132	4799193	Escherichia coli / Shigella;100.0%	137	67879	ESC_WA3934AA_AS	4
ESC_LA6954AA	FMC_UTI_03012	SRR6111786;ILLUMINA;Paired;;SRX3226317;SRA	Human	Human	Human	2012	12	9		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677159	SRS2550926	2019-02-11	2018-10-27	ESC_LA6954AA	Assembled	204	90170	5009832	Escherichia coli / Shigella;100.0%	189	106427	ESC_YA1042AA_AS	4
ESC_LA7028AA	91_CN_18_B16_M1_C1_2_P1	SRR6068259;ILLUMINA;Paired;;SRX3210229;SRA	Food	Poultry	Chicken	2012	9	7		North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07679468	SRS2535076	2019-02-11	2018-10-31	ESC_LA7028AA	Assembled	75	108174	4970383	Escherichia coli / Shigella;98.92%	116	27007	ESC_WA3786AA_AS	4
ESC_LA7113AA	MYb5	SRR6003459;ILLUMINA;Paired;;SRX3158806;SRA	Wild animal	Invertebrate	Caenorhabditis elegans MY316; Rotting apple					Europe								Zoological Institute, Kiel University	Escherichia coli								PRJNA400855	SRP116759		SAMN07581381	SRS2490143	2019-02-11	2018-03-01	ESC_LA7113AA	Assembled	193	116214	4486876	Escherichia coli / Shigella;100.0%	93	13656	ESC_WA3705AA_AS	4
ESC_LA7114AA	MYb137	SRR6003477;ILLUMINA;Paired;;SRX3158788;SRA	Wild animal	Invertebrate	Caenorhabditis elegans MY379; Rotting apple					Europe								Zoological Institute, Kiel University	Escherichia coli								PRJNA400855	SRP116759		SAMN07581348	SRS2490125	2019-02-11	2018-03-01	ESC_LA7114AA	Assembled	303	116218	4486658	Escherichia coli / Shigella;100.0%	88	13994	ESC_XA9545AA_AS	4
ESC_LA7382AA		SRR5460073;ILLUMINA;Paired;;SRX2748086;SRA,SRR5460092;ILLUMINA;Paired;;SRX2748105;SRA,SRR5460091;ILLUMINA;Paired;;SRX2748104;SRA,SRR5460090;ILLUMINA;Paired;;SRX2748103;SRA,SRR5460089;ILLUMINA;Paired;;SRX2748102;SRA,SRR5460088;ILLUMINA;Paired;;SRX2748101;SRA,SRR5460087;ILLUMINA;Paired;;SRX2748100;SRA,SRR5460086;ILLUMINA;Paired;;SRX2748099;SRA,SRR5460085;ILLUMINA;Paired;;SRX2748098;SRA,SRR5460084;ILLUMINA;Paired;;SRX2748097;SRA,SRR5460083;ILLUMINA;Paired;;SRX2748096;SRA,SRR5460082;ILLUMINA;Paired;;SRX2748095;SRA,SRR5460081;ILLUMINA;Paired;;SRX2748094;SRA,SRR5460080;ILLUMINA;Paired;;SRX2748093;SRA,SRR5460079;ILLUMINA;Paired;;SRX2748092;SRA,SRR5460078;ILLUMINA;Paired;;SRX2748091;SRA,SRR5460077;ILLUMINA;Paired;;SRX2748090;SRA,SRR5460076;ILLUMINA;Paired;;SRX2748089;SRA,SRR5460075;ILLUMINA;Paired;;SRX2748088;SRA,SRR5460074;ILLUMINA;Paired;;SRX2748087;SRA																Beijing Normal University	Escherichia coli								PRJNA383601	SRP104326		SAMN06767773	SRS2134274	2019-02-11	2018-08-27	ESC_LA7382AA	Assembled	198	127521	4594440	Escherichia coli / Shigella;97.7%	122	20397	ESC_WA3433AA_AS	4
ESC_LA7383AA		SRR5460070;ILLUMINA;Paired;;SRX2748083;SRA,SRR5460054;ILLUMINA;Paired;;SRX2748067;SRA,SRR5460055;ILLUMINA;Paired;;SRX2748068;SRA,SRR5460056;ILLUMINA;Paired;;SRX2748069;SRA,SRR5460057;ILLUMINA;Paired;;SRX2748070;SRA,SRR5460069;ILLUMINA;Paired;;SRX2748082;SRA,SRR5460058;ILLUMINA;Paired;;SRX2748071;SRA,SRR5460059;ILLUMINA;Paired;;SRX2748072;SRA,SRR5460060;ILLUMINA;Paired;;SRX2748073;SRA,SRR5460061;ILLUMINA;Paired;;SRX2748074;SRA,SRR5460062;ILLUMINA;Paired;;SRX2748075;SRA,SRR5460063;ILLUMINA;Paired;;SRX2748076;SRA,SRR5460064;ILLUMINA;Paired;;SRX2748077;SRA,SRR5460065;ILLUMINA;Paired;;SRX2748078;SRA,SRR5460066;ILLUMINA;Paired;;SRX2748079;SRA,SRR5460067;ILLUMINA;Paired;;SRX2748080;SRA,SRR5460068;ILLUMINA;Paired;;SRX2748081;SRA,SRR5460072;ILLUMINA;Paired;;SRX2748085;SRA,SRR5460071;ILLUMINA;Paired;;SRX2748084;SRA,SRR5460053;ILLUMINA;Paired;;SRX2748066;SRA																Beijing Normal University	Escherichia coli								PRJNA383601	SRP104326		SAMN06767774	SRS2134273	2019-02-11	2018-08-27	ESC_LA7383AA	Assembled	235	118822	4579877	Escherichia coli / Shigella;97.62%	98	16726	ESC_WA3410AA_AS	4
ESC_LA7384AA		SRR5460041;ILLUMINA;Paired;;SRX2748054;SRA,SRR5460036;ILLUMINA;Paired;;SRX2748049;SRA,SRR5460035;ILLUMINA;Paired;;SRX2748048;SRA,SRR5460034;ILLUMINA;Paired;;SRX2748047;SRA,SRR5460033;ILLUMINA;Paired;;SRX2748046;SRA,SRR5460038;ILLUMINA;Paired;;SRX2748051;SRA,SRR5460039;ILLUMINA;Paired;;SRX2748052;SRA,SRR5460040;ILLUMINA;Paired;;SRX2748053;SRA,SRR5460037;ILLUMINA;Paired;;SRX2748050;SRA,SRR5460042;ILLUMINA;Paired;;SRX2748055;SRA,SRR5460043;ILLUMINA;Paired;;SRX2748056;SRA,SRR5460044;ILLUMINA;Paired;;SRX2748057;SRA,SRR5460045;ILLUMINA;Paired;;SRX2748058;SRA,SRR5460046;ILLUMINA;Paired;;SRX2748059;SRA,SRR5460047;ILLUMINA;Paired;;SRX2748060;SRA,SRR5460048;ILLUMINA;Paired;;SRX2748061;SRA,SRR5460049;ILLUMINA;Paired;;SRX2748062;SRA,SRR5460050;ILLUMINA;Paired;;SRX2748063;SRA,SRR5460051;ILLUMINA;Paired;;SRX2748064;SRA,SRR5460052;ILLUMINA;Paired;;SRX2748065;SRA																Beijing Normal University	Escherichia coli								PRJNA383601	SRP104326		SAMN06767775	SRS2134272	2019-02-11	2018-08-27	ESC_LA7384AA	Assembled	194	127521	4645168	Escherichia coli / Shigella;96.58%	202	30707	ESC_WA3402AA_AS	4
ESC_LA7385AA		SRR5460032;ILLUMINA;Paired;;SRX2748045;SRA,SRR5460031;PACBIO_SMRT;Single;;SRX2748044;SRA																Beijing Normal University	Escherichia coli								PRJNA383601	SRP104326		SAMN06767776	SRS2134271	2019-02-11	2018-08-27	ESC_LA7385AA	Assembled	234	127521	4661987	Escherichia coli / Shigella;96.5%	207	35409	ESC_WA3382AA_AS	4
ESC_LA8537AA	E64	SRR4991057;ILLUMINA;Paired;;SRX2329379;SRA	Poultry	Avian	Broiler; liver	2015	4	21		Europe	Denmark							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981768	SRS1784920	2019-02-11	2016-11-10	ESC_LA8537AA	Assembled	36	76158	4698917	Escherichia coli / Shigella;99.29%	176	64533	ESC_WA2692AA_AS	4
ESC_LA8542AA	E79	SRR4991042;ILLUMINA;Paired;;SRX2329374;SRA	Poultry	Poultry	Peritoneum	2015	10	28		Europe	Denmark							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981777	SRS1784915	2019-02-11	2016-11-10	ESC_LA8542AA	Assembled	49	94480	4759378	Escherichia coli / Shigella;99.05%	136	37106	ESC_WA2687AA_AS	4
ESC_LA8616AA	175553	SRR4787367;ILLUMINA;Paired;;SRX2317570;SRA	Human	Human	Homo sapiens; human	2015	10			Europe	United Kingdom							Public Health England	Escherichia coli		Vtec Not Isolated						PRJNA315192	SRP071789		SAMN05965649	SRS2483120	2019-02-11	2017-08-31	ESC_LA8616AA	Assembled	58	101633	4751358	Escherichia coli / Shigella;99.1%	147	23851	ESC_WA2613AA_AS	4
ESC_LA8893AA	ERS1703581	ERR3142591;ILLUMINA;Paired;466;ERX3171557;SRA																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039688	ERS1703581	2019-02-14	2019-02-13	ESC_LA8893AA	Assembled	70	100292	4882749	Escherichia coli / Shigella;96.83%	172	132375	ESC_WA8654AA_AS	4
ESC_LA9260AA		ERR2348727;ILLUMINA;Paired;1000;ERX2399613;SRA	Human	Human	Homo sapiens; .					Europe								UOC	Escherichia coli								PRJEB24378	ERP106197		SAMEA104651852	ERS2253235	2019-02-14	2019-02-13	ESC_LA9260AA	Assembled	80	65710	4782801	Escherichia coli / Shigella;96.24%	208	49369	ESC_WA8252AA_AS	4
ESC_LA9477AA	PSU-1051	SRR8590648;ILLUMINA;Paired;500;SRX5390936;SRA	Food	Plant	vegetable row crops (stem); celery	2003				North America	United States	Texas						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN09060817	SRS4378918	2019-02-19	2019-02-19	ESC_LA9477AA	Assembled	103	87678	5043874	Escherichia coli / Shigella;97.61%	269	28005	ESC_WA9591AA_AS	4
ESC_LA9958AA	C43(DE3)	SRR8647675;ILLUMINA;Paired;;SRX5445457;SRA				2017												IBPC	Escherichia coli								PRJNA524876	SRP187130		SAMN11037807	SRS4422519	2019-03-01	2019-02-28	ESC_LA9958AA	Assembled	141	118562	4441023	Escherichia coli / Shigella;100.0%	92	14018	ESC_XA0733AA_AS	4
ESC_LA9959AA	C41(DE3)	SRR8647676;ILLUMINA;Paired;;SRX5445456;SRA				2017												IBPC	Escherichia coli								PRJNA524876	SRP187130		SAMN11037806	SRS4422518	2019-03-01	2019-02-28	ESC_LA9959AA	Assembled	181	118562	4493509	Escherichia coli / Shigella;100.0%	86	36979	ESC_XA0732AA_AS	4
ESC_MA0001AA	FSIS11918097	SRR8649931;ILLUMINA;Paired;500;SRX5447656;SRA	Livestock	Swine	animal-swine-sow	2019				North America	United States	Tennessee						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN11041579	SRS4424550	2019-03-02	2019-03-01	ESC_MA0001AA	Assembled	111	135115	4754722	Escherichia coli / Shigella;100.0%	114	17996	ESC_XA0824AA_AS	4
ESC_MA0250AA	292	SRR8533551;ILLUMINA;Paired;;SRX5336329;SRA	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875579	SRS4329605	2019-03-03	2019-02-28	ESC_MA0250AA	Assembled	215	105232	4914297	Escherichia coli / Shigella;98.32%	224	41558	ESC_XA6540AA_AS	4
ESC_MA0307AA	153	SRR8533608;ILLUMINA;Paired;;SRX5336272;SRA	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875441	SRS4329549	2019-03-03	2019-02-28	ESC_MA0307AA	Assembled	184	83539	4975997	Escherichia coli / Shigella;99.23%	191	39110	ESC_XA1234AA_AS	4
ESC_MA0425AA	48	SRR8533726;ILLUMINA;Paired;;SRX5336154;SRA	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875336	SRS4329431	2019-03-03	2019-02-28	ESC_MA0425AA	Assembled	137	73789	4794989	Escherichia coli / Shigella;98.73%	221	41605	ESC_XA1116AA_AS	4
ESC_MA0439AA	32	SRR8533740;ILLUMINA;Paired;;SRX5336140;SRA	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875320	SRS4329417	2019-03-03	2019-02-28	ESC_MA0439AA	Assembled	111	107980	4733811	Escherichia coli / Shigella;97.67%	129	19871	ESC_XA1102AA_AS	4
ESC_MA0448AA	349	SRR8533749;ILLUMINA;Paired;;SRX5336131;SRA	Human	Human	Homo sapiens; bloodstream isolates	2014				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875636	SRS4329408	2019-03-03	2019-02-28	ESC_MA0448AA	Assembled	102	105254	4976054	Escherichia coli / Shigella;96.13%	169	25621	ESC_XA1093AA_AS	4
ESC_MA0499AA	79	SRR8533800;ILLUMINA;Paired;;SRX5336080;SRA	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875367	SRS4329357	2019-03-03	2019-02-28	ESC_MA0499AA	Assembled	106	100487	4807961	Escherichia coli / Shigella;98.92%	136	23686	ESC_XA1042AA_AS	4
ESC_MA0943AA	DSM 50902, ATCC 15144, ICPB 2262	SRR8695865;ILLUMINA;Paired;;SRX5491721;SRA				1991	1	23										Belarusian State University	Escherichia coli								PRJNA526015	SRP187846		SAMN11082233	SRS4461930	2019-03-07	2019-03-07	ESC_MA0943AA	Assembled	103	127820	4537697	Escherichia coli / Shigella;100.0%	108	13280	ESC_XA2470AA_AS	4
ESC_MA1635AA	ECOLI_MEC_020	ERR3140366;ILLUMINA;Paired;250;ERX3169339;SRA	Human	Human	Homo sapiens; urine	2014				Europe	Norway							Department of Medical Microbiology, Stavanger University Hospital	Escherichia coli								PRJEB31090	ERP113604		SAMEA5317414	ERS3124652	2019-03-25	2019-03-25	ESC_MA1635AA	Assembled	56	100818	4969219	Escherichia coli / Shigella;96.36%	163	22253	ESC_XA7332AA_AS	4
ESC_MA1944AA		ERR3063137;ILLUMINA;Paired;250;ERX3135938;SRA																UTRECHT UNIVERSITY	Escherichia coli								PRJEB30795	ERP113278		SAMEA5225324	ERS3032771	2019-03-29	2019-03-29	ESC_MA1944AA	Assembled	116	115119	4562141	Escherichia coli / Shigella;100.0%	95	20211	ESC_XA8701AA_AS	4
ESC_MA2281AA		ERR2935560;ILLUMINA;Paired;400;ERX2938354;SRA	Human	Human	Homo sapiens; Quantitative stool examination	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075833	ERS2887197	2019-04-01	2019-04-01	ESC_MA2281AA	Assembled	39	96824	5186090	Escherichia coli / Shigella;99.31%	177	75436	ESC_YA1484AA_AS	4
ESC_MA2538AA	Escherichia coli-11	ERR2935303;ILLUMINA;Paired;400;ERX2938097;SRA	Human	Human	Homo sapiens; Wound swab(deep extraction)	2014				Europe	Switzerland							UNIVERSITY OF ZURICH, Institute of Medical Microbiology	Escherichia coli								PRJEB29576	ERP111889		SAMEA5075575	ERS2886940	2019-04-01	2019-04-01	ESC_MA2538AA	Assembled	41	95382	5083088	Escherichia coli / Shigella;97.35%	143	57531	ESC_YA1153AA_AS	4
ESC_MA3078AA	G329	SRR8871649;ILLUMINA;Paired;;SRX5658888;SRA	Human	Human	Homo sapiens; Age: 57; urine	2011				North America								University of Washington	Escherichia coli								PRJNA530580	SRP191588		SAMN11319181	SRS4603426	2019-04-10	2019-04-09	ESC_MA3078AA	Assembled	100	130732	4581203	Escherichia coli / Shigella;100.0%	105	12151	ESC_YA3711AA_AS	4
ESC_MA3440AA	K207-3 Williams	SRR8878038;ILLUMINA;Paired;;SRX5664956;SRA																DOE Joint Genome Institute	Escherichia coli								PRJNA520354	SRP191863		SAMN10866393	SRS4608191	2019-04-11	2019-04-10	ESC_MA3440AA	Assembled	37	115119	4499561	Escherichia coli / Shigella;100.0%	91	17453	ESC_YA3847AA_AS	4
ESC_MA3441AA	K207-3 Keasling	SRR8878034;ILLUMINA;Paired;;SRX5664952;SRA																DOE Joint Genome Institute	Escherichia coli								PRJNA520353	SRP191860		SAMN10866392	SRS4608187	2019-04-11	2019-04-10	ESC_MA3441AA	Assembled	112	127521	4500306	Escherichia coli / Shigella;100.0%	88	14490	ESC_YA4639AA_AS	4
ESC_MA3443AA	Bap1	SRR8877902;ILLUMINA;Paired;;SRX5664820;SRA																DOE Joint Genome Institute	Escherichia coli								PRJNA520352	SRP191853		SAMN10866391	SRS4608178	2019-04-11	2019-04-10	ESC_MA3443AA	Assembled	95	118562	4496626	Escherichia coli / Shigella;100.0%	89	14574	ESC_YA3844AA_AS	4
ESC_MA4275AA	LB_5332	SRR8943511;ILLUMINA;Paired;500;SRX5723718;SRA	Poultry	Poultry	veterinary clinical/research| chicken; yolk sac (Gallus gallus)	2019	2	22		North America	United States	North Carolina						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA293225	SRP103093		SAMN11478299	SRS4661866	2019-04-23	2019-04-23	ESC_MA4275AA	Assembled	47	106060	4850362	Escherichia coli / Shigella;97.95%	143	15902	ESC_YA9145AA_AS	4
ESC_MA4886AA	MA-16114	SRR8984164;ILLUMINA;Paired;;SRX5763457;SRA	Human	Human	Homo sapiens; feces	1990	10	30		Europe								UMC Utrecht	Escherichia coli								PRJNA535394	SRP194117		SAMN11494425	SRS4698089	2019-04-29	2019-04-29	ESC_MA4886AA	Assembled	173	77108	4917562	Escherichia coli / Shigella;95.11%	207	32508	ESC_ZA1214AA_AS	4
ESC_MA5134AA	CVM N18EC170	SRR9002304;ILLUMINA;Paired;;SRX5781165;SRA	Poultry	Avian	Chicken Breasts	2018				North America								FDA-CVM	Escherichia coli								PRJNA292663	SRP161673		SAMN11372909	SRS4714036	2019-05-02	2019-05-02	ESC_MA5134AA	Assembled	86	105747	4835063	Escherichia coli / Shigella;96.74%	169	14285	ESC_ZA1736AA_AS	4
ESC_MA5822AA	FSIS11920805	SRR9048658;ILLUMINA;Paired;500;SRX5825132;SRA	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Missouri						United States Department of Agriculture, Food Safety and Inspection Service	Escherichia coli								PRJNA292667	SRP066916		SAMN11634850	SRS4753186	2019-05-14	2019-05-13	ESC_MA5822AA	Assembled	98	105913	4838076	Escherichia coli / Shigella;100.0%	169	44789	ESC_ZA2726AA_AS	4
ESC_MA7184AA	15S03595-4	ERR3317518;ILLUMINA;Paired;250;ERX3342946;SRA	Companion Animal	Canine	Canis lupus familiaris; feces	2015				Europe	Netherlands							UTRECHT UNIVERSITY	Escherichia coli								PRJEB31805	ERP114408		SAMEA5597551	ERS3401759	2019-05-30	2019-05-21	ESC_MA7184AA	Assembled	51	80159	4906520	Escherichia coli / Shigella;96.4%	134	21502	ESC_ZA6342AA_AS	4
ESC_MA7185AA	15S03595-7	ERR3317517;ILLUMINA;Paired;250;ERX3342945;SRA	Companion Animal	Canine	Canis lupus familiaris; feces	2015				Europe	Netherlands							UTRECHT UNIVERSITY	Escherichia coli								PRJEB31805	ERP114408		SAMEA5597550	ERS3401758	2019-05-30	2019-05-21	ESC_MA7185AA	Assembled	51	74511	4917171	Escherichia coli / Shigella;95.8%	164	23857	ESC_ZA6341AA_AS	4
ESC_MA7186AA	15S03595-3	ERR3317516;ILLUMINA;Paired;250;ERX3342944;SRA	Companion Animal	Canine	Canis lupus familiaris; feces	2015				Europe	Netherlands							UTRECHT UNIVERSITY	Escherichia coli								PRJEB31805	ERP114408		SAMEA5597549	ERS3401757	2019-05-30	2019-05-21	ESC_MA7186AA	Assembled	57	88729	4917735	Escherichia coli / Shigella;94.3%	163	22227	ESC_ZA6340AA_AS	4
ESC_MA7187AA	15S03595-5	ERR3317515;ILLUMINA;Paired;250;ERX3342943;SRA	Companion Animal	Canine	Canis lupus familiaris; feces	2015				Europe	Netherlands							UTRECHT UNIVERSITY	Escherichia coli								PRJEB31805	ERP114408		SAMEA5597548	ERS3401756	2019-05-30	2019-05-21	ESC_MA7187AA	Assembled	45	89820	4908860	Escherichia coli / Shigella;96.43%	155	28798	ESC_ZA6339AA_AS	4
ESC_MA7188AA	15S03595-6	ERR3317514;ILLUMINA;Paired;250;ERX3342942;SRA	Companion Animal	Canine	Canis lupus familiaris; feces	2015				Europe	Netherlands							UTRECHT UNIVERSITY	Escherichia coli								PRJEB31805	ERP114408		SAMEA5597547	ERS3401755	2019-05-30	2019-05-21	ESC_MA7188AA	Assembled	37	86590	4900917	Escherichia coli / Shigella;96.39%	128	24663	ESC_ZA8760AA_AS	4
ESC_MA7388AA	TMP024245	ERR3330516;ILLUMINA;Paired;350;ERX3355231;SRA	Wild Animal	Bat	bat	2016	9	28		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612021	ERS3416209	2019-05-30	2019-05-20	ESC_MA7388AA	Assembled	111	139421	4632633	Escherichia coli / Shigella;96.97%	90	31774	ESC_ZA6136AA_AS	4
